bugNumber,summary,severity,priority,testBlocking,globalState,component,subComponent,releaseState,releaseDetected,targetReleaseId,creator,verifier,assignedTo,creatorManager,verifierManager,udfFeature,passedPreviously,lastPassBuild,metaData,keyName,reportedByCustomer,creationTimeStamp,crState
xos0071283,"Dhcp ipv6 solicited message is not sent out from client DUT for the tagged client-vlan","2 - Major","2 - Urgent",,Verified,NET,DHCP/BOOTP,Verified,"EXOS 30.1.1",3477,smurugasen,smurugasen,,"Raj Velusamy",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-27,closed
xos0071287,"SSH: SSH connection through VR Vr-mgmt not working when EXOS box acting as SSHClient","2 - Major","2 - Urgent",,Verified,Security,SSH,Verified,"EXOS 30.1.1",3477,supandian,supandian,,"Raj Velusamy",,,Yes,22.5.0.37,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-27,closed
xos0071289,"Less memory initialized on x620","2 - Major","2 - Urgent",,Verified,System,Devices,Verified,"EXOS 30.1.1",3477,skandaswamy,skandaswamy,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-27,closed
xos0071295,"MACsec: ""show macsec connectivity-assocation <ca_name>"" should not show replay protect","4 - Trivial","4 - Moderate",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,wnasarali,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-02-27,closed
xos0071299,"X690-48t last three QSFP ports does not detect optics","2 - Major","2 - Urgent",,Verified,System,Devices,Verified,"EXOS 30.1.1",3477,xzhang,xzhang,,"Daya Narayana",,,,,,,,2018-02-27,closed
xos0071306,"Bright Hope: IRDP unicast router advertisement is not sent when router solicitation pkt is received","3 - Minor","2 - Urgent",,Verified,IP,,Verified,"EXOS 30.1.1",3477,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-28,closed
xos0071307,"Request for a new CLI to display IGMP statistics in 30.1 release","5 - New Feature","3 - Important",,"Task Complete",IP,,"Task Complete","EXOS 30.1.1",3477,sasingh,sasingh,,"Gopla Ramkumar",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-28,closed
xos0071309,"Bright Hope: ""enable icmp address-mask"" is not working as expected","3 - Minor","2 - Urgent",,"No Change",IP,,,"EXOS 30.1.1",,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-28,closed
xos0071310,"Team driver Support - (Netlogin Dot1x)","5 - New Feature","3 - Important",,Verified,L2,,Verified,"EXOS 30.1.1",3477,vrajan,sjamaludeen,,"Anand Sundaresh Natarajan",,,,,,,,2018-02-28,closed
xos0071311,"Bright Hope: disable icmp commands are not working as expected","3 - Minor","2 - Urgent",,Assigned,IP,,Assigned,"EXOS 30.1.1",3477,mthamatapu,mthamatapu,lzhao,"Shankar Palanivel","Tim Bourne",,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-28,open
xos0071313,"Use yocto toolchain 2.3.3.1.1","3 - Minor","2 - Urgent",,"Verify Fix","Build Tools",General,"Verify Fix","EXOS 30.1.1",3477,mberger,lrichardson,lrichardson,"Fee, Brendan","Jimmy Blythe",,,,,,,2018-02-28,sqaPending
xos0071314,"Bright Hope: IP options SSR, LSR is not working","2 - Major","2 - Urgent",No,Verified,IP,"v4 General",Verified,"EXOS 30.1.1",3477,bjyothsna,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-02-28,closed
xos0071315,"Fix compiler warnings for 30.1 and remove -Wno-error= options","2 - Major","3 - Important",,Assigned,Infrastructure,,Assigned,"EXOS 30.1.1",3477,seyang,ldernosek,king,"Lou Dernosek","Lou Dernosek",,,,,,,2018-02-28,open
xos0071316,"Move EXOS 6to4 tunnel support out of base-kernel","5 - New Feature","3 - Important",,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2018-02-28,closed
xos0071318,"Bright Hope: ARP is learnt without port number for the subscriber vlan","2 - Major","2 - Urgent",,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,jvaiyapuri,jvaiyapuri,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-01,closed
xos0071326,"MACsec: no connectivity if peer key server selects MKA without MACsec","2 - Major","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,wnasarali,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-03-01,closed
xos0071333,"Log messages are split and shown in different lines in 30.1 when compared to 22.5","2 - Major","2 - Urgent",No,Verified,System,ACL,Verified,"EXOS 30.1.1",3477,slakshmanan,slakshmanan,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-02,closed
xos0071334,"Getting error message while trying to clear counter in 30.1 : ""aclKernClrSysCounter""","2 - Major","2 - Urgent",No,Verified,System,ACL,Verified,"EXOS 30.1.1",3477,slakshmanan,slakshmanan,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-02,closed
xos0071336,"aaa config is removed on upgrading from 22.5 to 30.1. due to vlan mgmt address load error","2 - Major","2 - Urgent",,Verified,NET,AAA,Verified,"EXOS 30.1.1",3477,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,Yes,22.5.0.38,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-02,closed
xos0071338,"Bright Hope: ARP statistics like In-Out Req/Resp not in ""show iparp""","5 - New Feature","3 - Important",No,"No Change",Infrastructure,,,"EXOS 30.1.1",,slakshmanan,slakshmanan,,"Shankar Palanivel",,,,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-02,closed
xos0071341,"Kernel warning messages on x440G2/x620 with Linux 4.9 - spiFPGA","3 - Minor","4 - Moderate",,Verified,System,Devices,Verified,"EXOS 30.1.1",3477,dschudel,dschudel,,"Daya Narayana",,,,,,,,2018-03-02,closed
xos0071342,"Bright Hope: vrf: check forwarding on the original netdevice when generating ICMP dest unreachable","2 - Major","3 - Important",,"Verify Fix",IP,,"Verify Fix","EXOS 30.1.1",3477,ssuryaputra,ssuryaputra,ssuryaputra,"Tim Bourne","Tim Bourne",,,,,,,2018-03-02,sqaPending
xos0071345,"ACL install failure error msgs seen in X440G2 on scaling to max user limit 1500","3 - Minor","3 - Important",,Verified,Security,Policy,Verified,"EXOS 30.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-04,futureScope
xos0071351,"Bright Hope: ICMP host unreachable message is seen when network unreachable message is expected","3 - Minor","2 - Urgent",,"No Change",IP,,,"EXOS 30.1.1",,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-05,closed
xos0071352,"Nightly: IP Forwarding is still happening after port deleted from that vlan","3 - Minor","2 - Urgent",IT,Verified,IP,,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-05,closed
xos0071357,"Kernel Oops happening on enabling ELSM on a MACsec enabled port on Half cat platform","1 - Crash","2 - Urgent",No,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,krgopal,krgopal,,"Raj Velusamy",,,,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071359,"CLI not returning user-friendly error for create macsec connectivity-association with special chars","3 - Minor","4 - Moderate",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071360,"delete macsec connectivity-association is deleting ca even if it is attached to ports","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071361,"macsec connectivity-association can be brought to global namespace","5 - New Feature","4 - Moderate",,"No Change",Security,MKA/MACsec,,"EXOS 30.1.1",,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071363,"load script fails for create macsec connectivity-association command when > symbol is used","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071365,"configure macsec connectivity-association shall return useful error if ckn length is > 32","3 - Minor","4 - Moderate",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-06,closed
xos0071366,"Error is thrown while deleting Network/Translated vlan after unconfiguring IP address","3 - Minor","2 - Urgent",,Assigned,VLAN,Translation,,"EXOS 30.1.1",,jvaiyapuri,jvaiyapuri,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-06,open
xos0071367,"No indication of process crash","2 - Major","2 - Urgent",,Verified,System,Diagnostics,Verified,"EXOS 30.1.1",3477,xzhang,xzhang,,"Daya Narayana",,,,,,,,2018-03-06,closed
xos0071372,"""Image signature cannot be validated"" error when downloading VPEX .lst file on X690 CB","2 - Major","2 - Urgent",,Assigned,System,Management,Assigned,"EXOS 30.1.1",3477,jvervaert,jvervaert,praja,"Shankar Palanivel","KB Nandakumar",,,,,,,2018-03-06,open
xos0071376,"show configuration macsec detail is not returning default configuration details","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-07,closed
xos0071377,"SSH:EXOS SSHclient doesnt choose chacha20-poly1305@openssh.com when no MAC algorithm enabled at serv","3 - Minor","3 - Important",,Assigned,Security,SSH,Assigned,"EXOS 30.1.1",3511,smugilvannan,smugilvannan,vsuresh,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2018-03-07,futureScope
xos0071382,"MACsec: ""show macsec port <> detail"" displays inaccurate SC & SA counts","3 - Minor","2 - Urgent",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,krgopal,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-03-07,closed
xos0071383,"Fabric Attach - add Standalone Proxy support","5 - New Feature","3 - Important",,Verified,ExtremeFabric,"Fabric Attach",Verified,"PLM Feature Request",3477,tlewis,tlewis,,"Fee, Brendan",,,,,,,,2018-03-07,closed
xos0071384,"X590: Platform Support","5 - New Feature","3 - Important",,"Task Complete",System,,"Task Complete","EXOS 22.6.1",3477,afinkelstein,afinkelstein,,"Mark Tippens",,,,,,,,2018-03-07,closed
xos0071385,"Update the IPv6 DAD FSM","3 - Minor","3 - Important",,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,jbarnhill,jbarnhill,,"Tim Bourne",,,,,,,,2018-03-07,closed
xos0071386,"Negative values returned in show macsec ports output","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-08,closed
xos0071388,"Nightly: <Erro:Kern.Error> netif_napi_add() called with weight 192 on device bcm0","3 - Minor","2 - Urgent",,Verified,L2,,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-08,closed
xos0071390,"SSH: enable ssh2 on well-known ports generates ssh private key in x870","3 - Minor","3 - Important",,Assigned,Security,SSH,Assigned,"EXOS 30.1.1",3511,smugilvannan,smugilvannan,vsuresh,"Raj Velusamy","Anand Sundaresh Natarajan",,,,,,,2018-03-08,futureScope
xos0071391,"ELRP is unable to detect Loop with OnePolicy Admin-profile having macsource specified.","3 - Minor","3 - Important",,Assigned,L2,ELRP,Assigned,"EXOS 30.1.1",3511,mkaleemullah,mkaleemullah,alim,"Raj Velusamy","Tim Bourne",,No,,,,,2018-03-08,futureScope
xos0071392,"MACsec: hw-mode not distributed in stacked system","2 - Major","2 - Urgent",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,krgopal,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-03-08,closed
xos0071394,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in ID Manager","3 - Minor","2 - Urgent",,Verified,NET,,Verified,"EXOS 30.1.1",3477,akhadka,ldernosek,,"Lou Dernosek",,,,,,,,2018-03-08,closed
xos0071395,"<Erro:Kern.Error> netif_napi_add() called with weight 192 on device bcm0","3 - Minor","3 - Important",,Assigned,L2,,Assigned,"EXOS 30.1.1",3477,ntonthanahal,kshanmugam,mmroz,"Lou Dernosek","Mark Tippens",,,,,,,2018-03-08,open
xos0071397,"Bright Hope: EXOS VM crashes in vlanMgr","1 - Crash","3 - Important",,Verified,VLAN,,Verified,"EXOS 30.1.1",3477,ssuryaputra,ssuryaputra,,"Tim Bourne",,,,,,,,2018-03-08,closed
xos0071399,"MACSEC events are not available in EMS while booting with factory default config","3 - Minor","4 - Moderate",,"No Change",Security,MKA/MACsec,,"EXOS 30.1.1",,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-09,closed
xos0071401,"Upgrade linux-stable 4.9 to 4.14.X","2 - Major","3 - Important",,Verified,Infrastructure,General,Verified,"EXOS 30.1.1",3477,mberger,mberger,,"Fee, Brendan",,,,,,,,2018-03-09,closed
xos0071408,"Bright Hope: Kernel ipstats aren't counted correctly","2 - Major","3 - Important",,Verified,IP,,Verified,"EXOS 30.1.1",3477,ssuryaputra,ssuryaputra,,"Tim Bourne",,,,,,,,2018-03-09,closed
xos0071409,"Remove option to specify ports in ""debug packet capture""","3 - Minor","4 - Moderate",,Assigned,System,Management,Assigned,"EXOS 30.1.1",3477,sugarg,anarayanan,sugarg,"Tim Bourne","Tim Bourne",,,,,,,2018-03-09,open
xos0071410,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs","3 - Minor","2 - Urgent",,Verified,"Build Tools",General,Verified,"EXOS 30.1.1",3477,ntonthanahal,ldernosek,,"Lou Dernosek",,,,,,,,2018-03-09,closed
xos0071413,"Nightly: Pending Entries counter is not incremented in show iparp and iparp stats","2 - Major","3 - Important",No,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,bjyothsna,bjyothsna,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-12,closed
xos0071414,"Golden: EDP process crash seen in CEP_Policy Module","1 - Crash","2 - Urgent",,Verified,Security,Policy,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-12,closed
xos0071415,"After disable and enable policy fdb is not getting learnt on macsource rule pvid","2 - Major","2 - Urgent",,Assigned,Security,Policy,Assigned,"EXOS 30.1.1",3477,sjamaludeen,sjamaludeen,vhillman,"Raj Velusamy","Yohe, Kevin",,Yes,22.4.1.4,,,,2018-03-12,open
xos0071417,"Bright Hope: Routes are not learnt from icmp redirect messages when icmp useredirects is enabled","3 - Minor","2 - Urgent",,Verified,IP,,Verified,"EXOS 30.1.1",3477,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-12,closed
xos0071419,"Process EPM is crashed with signal 4 when loading 30.1.0.18 build in 770","1 - Crash","1 - Critical",IT,"No Change",Infrastructure,EPM,,"EXOS 30.1.1",,senmanoharan,senmanoharan,,"Gopla Ramkumar",,,Yes,22.5.0.39,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-12,closed
xos0071420,"ACL rules are not cleaned up properly after unconfiguring the rules when failover is performed","2 - Major","2 - Urgent",,Assigned,System,ACL,Assigned,"EXOS 30.1.1",3477,sjamaludeen,sjamaludeen,bdesroch,"Raj Velusamy","Yohe, Kevin",,Yes,22.3.1.4,,,,2018-03-12,open
xos0071421,"Counters for mcast is not increased in ""sh ipstats"".","2 - Major","3 - Important",No,Verified,IP,"General Multicast",Verified,"EXOS 30.1.1",3477,senmanoharan,senmanoharan,,"Gopla Ramkumar",,,Yes,22.5.0.39,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-12,closed
xos0071424,"Bright Hope: VRF Remains in ""Up"" State after disabling its active port","2 - Major","3 - Important",,Assigned,IP,VR/VRF/L3VPN,Assigned,"EXOS 30.1.1",3477,pvaigundaboopathy,pvaigundaboopathy,mxu,"Gopla Ramkumar","Tim Bourne",,Yes,22.5.0.39,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,open
xos0071425,"Golden: Python Import error in 30.x (/usr/lib/libffi.so.6)","3 - Minor","2 - Urgent",IT,Verified,Security,Netlogin,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071426,"Golden: SSL Certificate Configuration take more in 30.x","3 - Minor","2 - Urgent",IT,Verified,Security,Netlogin,Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071427,"Bright Hope: IPv6 traffic is not flooded and redirect messages are not generated","2 - Major","2 - Urgent",,Verified,IP,,Verified,"EXOS 30.1.1",3477,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071428,"Golden: Neighbor discovery takes longer time to display the output in 30.x","2 - Major","2 - Urgent",IT,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,30.1.0.17,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071429,"Golden: IPv6 and tunnel traffic loss is observed in 30.1.0.18","2 - Major","2 - Urgent",IT,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,kshanmugam,kshanmugam,,"Raguraman Rajan",,,Yes,30.1.0.17,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071435,"snmpget for etsysPolicyRuleUsageList is not returning port list","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 30.1.1",3511,sjamaludeen,sjamaludeen,bdesroch,"Raj Velusamy","Yohe, Kevin",,No,,,,,2018-03-13,futureScope
xos0071436,"show config nettool,shows enable bootprelay at vlan level when configuring bootprelay at VR level","3 - Minor","3 - Important",,Verified,NET,DHCP/BOOTP,Verified,"EXOS 30.1.1",3359,smurugasen,smurugasen,,"Raj Velusamy",,,No,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,futureScope
xos0071437,"MCMGR Process terminated,when sending traffic to 150 vlans with same Mcast Group using MVR.","1 - Crash","2 - Urgent",,Verified,IP,,Verified,"EXOS 30.1.1",3477,tprasanna,tprasanna,,"Gopla Ramkumar",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071440,"Nightly: Port based iparp stats is not updated properly","2 - Major","3 - Important",No,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,bjyothsna,bjyothsna,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-13,closed
xos0071447,"Socket Error seen while enabling BGP in User VR","2 - Major","3 - Important",,Verified,IP,BGP,Verified,"EXOS 30.1.1",3477,pvaigundaboopathy,pvaigundaboopathy,,"Gopla Ramkumar",,,Yes,22.5.0.40,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-14,closed
xos0071451,"MACsec goes to Pending state when MACsec profile is enabled in succession","2 - Major","2 - Urgent",No,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,krgopal,krgopal,,"Raj Velusamy",,,,,MACSEC,"New Feature 30.1",,2018-03-14,closed
xos0071452,"Process BGP crashes with signal 11 when enabling BGP debug commands.","1 - Crash","1 - Critical",No,Verified,IP,BGP,Verified,"EXOS 30.1.1",3477,senmanoharan,senmanoharan,,"Gopla Ramkumar",,,Yes,22.5.0.39,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-14,closed
xos0071454,"IPv6 direct routes are not active in routing table with LAG ports configured to vlan","2 - Major","2 - Urgent",,Verified,IP,"v6 General",Verified,"EXOS 30.1.1",3477,pvaigundaboopathy,pvaigundaboopathy,,"Gopla Ramkumar",,,Yes,22.5.0.40,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-14,closed
xos0071457,"Policy-Captive Portal: Crash seen when redirection is attempted","1 - Crash","2 - Urgent",Test,Verified,Security,Policy,Verified,"EXOS 30.1.1",3477,samarasekaran,samarasekaran,,"Hariharan Narayanan",,,Yes,22.5.0.40,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-14,closed
xos0071459,"BrightHope: 4.9 - create a /proc/prom_envp entry for 22.3 backwards compatability","3 - Minor","3 - Important",,Verified,System,Devices,Verified,"EXOS 30.1.1",3477,dschudel,dschudel,,"Daya Narayana",,,,,,,,2018-03-14,closed
xos0071462,"Hardware install errors seen on switching from maptable policy to tunnel with scaled clients","3 - Minor","3 - Important",,Assigned,Security,Policy,Assigned,"EXOS 30.1.1",3511,sjamaludeen,sjamaludeen,bdesroch,"Raj Velusamy","Yohe, Kevin",,No,,,,,2018-03-15,futureScope
xos0071464,"""configure macsec hw-mode macsec-mode"" is successful when macsec license is not present","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-15,closed
xos0071465,"No error messages displayed while booting with macsec configuration but without license","3 - Minor","3 - Important",,"No Change",Security,MKA/MACsec,,"EXOS 30.1.1",,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-15,closed
xos0071466,"Blocking VRRP hello packet using source mac address doesn't work in ACL","3 - Minor","4 - Moderate",,Assigned,System,ACL,Assigned,"EXOS 30.1.1",3511,vmurugesan,tprasanna,aoumanski,"Gopla Ramkumar","Daya Narayana",,Yes,22.5.0.37,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-15,futureScope
xos0071467,"snmpset without mentioning the action is sucess for rule creation using etsysPolicyRuleTable","3 - Minor","3 - Important",,Verified,Security,Policy,Verified,"EXOS 30.1.1",3359,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-15,futureScope
xos0071472,"Adjust MACsec command show macsec to have better descriptive HW-Mode line","4 - Trivial","4 - Moderate",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,mtrembla,wnasarali,,"Yohe, Kevin",,,,,MACSEC,"New Feature 30.1",,2018-03-15,closed
xos0071477,"MACsec: ICV Indicator always sent in MKPDU even though it is not required","3 - Minor","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,msiedzik,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-03-15,closed
xos0071479,"MACsec: adjust app to use slot-port-oriented licenses instead of application-process license","2 - Major","1 - Critical",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,msiedzik,wnasarali,,"Fee, Brendan",,,,,MACSEC,"New Feature 30.1",,2018-03-15,closed
xos0071484,"configuring policy egressvlans/untagged vlans using append cli is not working properly","3 - Minor","3 - Important",,Verified,Security,Policy,Verified,"EXOS 30.1.1",3477,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-16,closed
xos0071485,"Traffic not egressing via uplink when tagged traffic is sent when both admin and macsource rule is c","3 - Minor","3 - Important",,Assigned,Security,Policy,,"EXOS 30.1.1",,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-16,open
xos0071486,"Need support for global IP stats and ICMP stats in 30.1","2 - Major","2 - Urgent",,"No Change",IP,"v4 General",,"EXOS 30.1.1",,skandaswamy,skandaswamy,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-16,closed
xos0071487,"macsec port stuck in pending state after restart port when RHEL peer link is intact","2 - Major","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-16,closed
xos0071488,"Bright Hope: IP ARP is getting learned for wrong ARP Protocol type","2 - Major","3 - Important",No,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,bjyothsna,bjyothsna,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-16,closed
xos0071489,"Bright Hope: IP options record-route and record-timestamp are not working as expected when disabled","2 - Major","2 - Urgent",,Verified,IP,,Verified,"EXOS 30.1.1",3477,mthamatapu,mthamatapu,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-16,closed
xos0071490,"show policy allowed-type <portno> displays error  ERROR: etsPolicyEnabledTableEntry_t_gein 870 stack","3 - Minor","3 - Important",,Assigned,Security,Policy,,"EXOS 30.1.1",,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-16,open
xos0071491,"Rx path is not working when MKA without MACSEC mode is active with EXOS as keyserver","2 - Major","3 - Important",,Verified,Security,MKA/MACsec,Verified,"EXOS 30.1.1",3477,wnasarali,wnasarali,,"Raj Velusamy",,,No,,MACSEC,"New Feature 30.1",,2018-03-16,closed
xos0071492,"show policy allowed-type/capablity is not displaying ipv6dest rule support in stack","3 - Minor","3 - Important",,Assigned,Security,Policy,,"EXOS 30.1.1",,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-16,open
xos0071493,"BrightHope : Configuring iparp max_proxy_entries to 0 i s not working","2 - Major","3 - Important",No,Verified,IP,ARP,Verified,"EXOS 30.1.1",3477,bjyothsna,bjyothsna,,"Shankar Palanivel",,,Yes,,"Linux 4.9 Kernel changes","New Feature 30.1",,2018-03-16,closed
xos0071495,"VPEX: Change VPEX slot range to 100 - 162","5 - New Feature","2 - Urgent",,"Verify Task Complete",Infrastructure,,"Verify Task Complete","EXOS 22.5.1",3477,girijar,girijar,girijar,"Mark Tippens","Mark Tippens",,,,,,,2018-03-16,sqaPending
xos0071498,"UPM:Changing authentication protocol order upm profile is not triggered policy","3 - Minor","3 - Important",,Assigned,Security,Policy,,"EXOS 30.1.1",,sjamaludeen,sjamaludeen,,"Raj Velusamy",,,No,,,,,2018-03-16,open
xos0071499,"Bright Hope: Cleanup PRE_EXOS_DISAGG breadcrumbs in exacl","3 - Minor","2 - Urgent",IT,Verified,System,ACL,Verified,"EXOS 30.1.1",3477,akhadka,akhadka,,"Lou Dernosek",,,,,,,,2018-03-16,closed
xos0071500,"Nightly: Vlan process crashes on boot up of i386 VM","1 - Crash","2 - Urgent",IT,Duplicate,VLAN,,,"EXOS 30.1.1",,ntonthanahal,ntonthanahal,,"Lou Dernosek",,,,,,,,2018-03-16,closed
