bugNumber,summary,severity,priority,testBlocking,globalState,component,subComponent,releaseState,releaseDetected,targetReleaseId,creator,verifier,assignedTo,creatorManager,verifierManager,udfFeature,passedPreviously,lastPassBuild,metaData,keyName,reportedByCustomer,creationTimeStamp,crState
xos0065054,"Entire Stack topology got rebooted when tried to reboot BACKUP slot","2 - Major","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.1.1",3511,naarumugam,naarumugam,rpanizza,"Suresh Babu Thuravupala","Daya Narayana",,Yes,16.2.1.5,,,,2016-07-26,open
xos0065078,"Help Text for add and delete port for associated vlan of stp domain need to be different","4 - Trivial","5 - Low",No,Verified,L2,STP/RSTP/MSTP,Verified,"EXOS 22.1.1",3511,krgopal,jganesan,,"Raj Velusamy",,,,,,,,2016-07-27,closed
xos0065091,"Packet Duplication of EAP and DHCP seen on Kernel when socket bound to vlan interface","3 - Minor","3 - Important",No,Assigned,NET,DHCP/BOOTP,Assigned,"EXOS 22.1.1",3511,sjamaludeen,sjamaludeen,vilangovan,"Raj Velusamy","Anand Sundaresh Natarajan","F00068_Linux 3.18 Kernel Migration ",,,,,,2016-07-29,open
xos0065095,"Process pim pid 2464 died with signal 6 during scaling of PIM cache entries","1 - Crash","3 - Important",No,Assigned,IP,PIM-SM,Assigned,"EXOS 22.1.1",3511,venshivaram,venshivaram,sukumarg,"Gopla Ramkumar","Anand Sundaresh Natarajan","Existing feature",No,,,,,2016-07-29,open
xos0065097,"RtMgr.Client.ReplyTimeOut during failover","2 - Major","4 - Moderate",,Assigned,IP,,Assigned,"EXOS 22.1.1",3511,lkuppan,lkuppan,lzhao,"Shankar Palanivel","Tim Bourne",,No,,,,,2016-07-29,open
xos0065127,"Cli process takes huge time to create 4K vlans in X770 compared to previous releases","2 - Major","3 - Important",No,Assigned,System,Devices,Assigned,"EXOS 22.1.1",3511,sadurai,sadurai,dschudel,"Shankar Palanivel","Daya Narayana",,Yes,21.1.1.4,,,,2016-08-02,open
xos0065186,"IPFIX related CLIs are available even on non-supported platforms","3 - Minor","4 - Moderate",No,Assigned,NET,Sflow/Netflow,Assigned,"EXOS 22.1.1",3511,venshivaram,sramasubramanian,mmroz,"Gopla Ramkumar","Mark Tippens","Existing feature",No,,,,,2016-08-09,open
xos0065187,"Unexpected dhcp-snooping option 82 configuration in the 'show config' output after changing a vlanta","2 - Major","3 - Important",No,Assigned,Security,"IP Address",Assigned,"EXOS 22.1.1",3511,sjamaludeen,sjamaludeen,vilangovan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2016-08-09,open
xos0065196,"Warning should be given in cli if edge safeguard is disabled when bpdu-restrict config is present","4 - Trivial","4 - Moderate",No,Assigned,L2,STP/RSTP/MSTP,Assigned,"EXOS 22.1.1",3511,krgopal,krgopal,kosharma,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2016-08-10,open
xos0065199,"After ""restart process bgp"", bgp routes stays inactive in RIB table","2 - Major","3 - Important",,Assigned,IP,BGP,Assigned,"EXOS 22.1.1",3511,dindrakumar,pvaigundaboopathy,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2016-08-10,open
xos0065211,"VxLAN:Error messages are displayed after disabling / flapping VxLAN network ports.","3 - Minor","3 - Important",,Assigned,L2,VxLAN,Assigned,"EXOS 22.1.1",3511,ajosephantilraj,ajosephantilraj,ssuryaputra,"Gopla Ramkumar","Tim Bourne",,No,,,,,2016-08-11,open
xos0065260,"enable license file - ""mpls: ipmlInitServerClient failed""","3 - Minor","3 - Important",,Assigned,MPLS,General,Assigned,"EXOS 22.1.1",3511,lkuppan,lkuppan,yohe,"Shankar Palanivel","Fee, Brendan",,No,,,,,2016-08-19,open
xos0065264,"In enterprise testbed on disabling mlag ports in aggregation switch multicast traffic loss observed","3 - Minor","3 - Important",,Assigned,IP,PIM-SM,Assigned,"EXOS 22.1.1",3511,anarayanan,anarayanan,sukumarg,"Gopla Ramkumar","Anand Sundaresh Natarajan",,Yes,,,,,2016-08-19,open
xos0065268,"UDP profile forwarding is not working when bootprelayoption82 configurations are present","3 - Minor","4 - Moderate",No,Assigned,NET,DHCP/BOOTP,Assigned,"EXOS 22.1.1",3511,sjamaludeen,sjamaludeen,vilangovan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2016-08-20,open
xos0065275,"UPM-Netlogin: UPM history is not check pointed in stack backup node","3 - Minor","3 - Important",No,Assigned,Infrastructure,UPM,Assigned,"EXOS 22.1.1",3511,nperiannan,nperiannan,jcoates,"Raj Velusamy","Lou Dernosek",,No,,,,,2016-08-22,open
xos0065276,"Dhcpv6 remote id as systemname with more than 65 characters in systemname is accepted","3 - Minor","3 - Important",No,Assigned,NET,DHCP/BOOTP,Assigned,"EXOS 22.1.1",3511,sjamaludeen,sjamaludeen,vrajan,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2016-08-22,open
xos0065288,"In enterprise solution testbed, on x670/770 stack pim crash observed once during failover","1 - Crash","4 - Moderate",,Assigned,IP,PIM-SM,Assigned,"EXOS 22.1.1",3511,anarayanan,anarayanan,sukumarg,"Gopla Ramkumar","Anand Sundaresh Natarajan",,No,,,,,2016-08-23,open
xos0065296,"Kerberos snooping detect via slow-path/fast-path fails after running failover in X440G2/X460G2 stack","3 - Minor","3 - Important",,Assigned,Security,"ID Mgmt",Assigned,"EXOS 22.1.1",3511,rouseph,rouseph,msharma,"Gopla Ramkumar","Anand Sundaresh Natarajan",,No,,,,,2016-08-23,open
xos0065297,"Link has not come up in X440G2 combo port  after a reboot when 100FX optics is inserted.","2 - Major","3 - Important",,Assigned,System,"Port General",Assigned,"EXOS 22.1.1",3511,aashok,sramasubramanian,sbose,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-23,open
xos0065309,"partially track ping is not working for fully scaled vrrp instance","3 - Minor","3 - Important",,Assigned,IP,VRRP,Assigned,"EXOS 22.1.1",3511,pilango,pilango,rakumar,"Raj Velusamy","Anand Sundaresh Natarajan","F00016 VRRP Scaling - 256 VRIDs",,,,,,2016-08-25,open
xos0065316,"DC#471458 X870 and 460G2: BGP6 is taking 120 seconds to establish session","2 - Major","3 - Important",No,Assigned,IP,BGP,Assigned,"EXOS 22.2.1",3511,senmanoharan,senmanoharan,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2016-08-25,open
xos0065328,"Stack : FanTray information is not updating across slot, if all fans are hotswapped in any slot.","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 22.1.1",3511,dranganathan,dranganathan,tbaumeister,"Shankar Palanivel","Daya Narayana",,Yes,,,,,2016-08-26,open
xos0065330,"SFP/SFP+ Type shows as ""unknown"" for 100FX/1000LX","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.1.1",3511,aashok,sramasubramanian,sbose,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-26,open
xos0065331,"Connector shows as ""unknown"" for BASET Optics","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.1.1",3511,aashok,sramasubramanian,sbose,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-26,open
xos0065332,"GE Compliance shows as ""unknown"" for 100LX10 optics","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.1.1",3511,pankireddy,sramasubramanian,sbose,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-26,open
xos0065339,"In X460G2 Fews OSPFv3 neighbors not establish with 128 6in4 tunnels","2 - Major","4 - Moderate",No,Assigned,IP,OSPFv3,Assigned,"EXOS 21.1.2",3511,naarumugam,naarumugam,ssaha,"Suresh Babu Thuravupala","Tim Bourne",,,,,,,2016-08-26,open
xos0065342,"OSPFv3 neighbors not established/lost during second/third failover with 128 6in4 tunnels","2 - Major","4 - Moderate",No,Assigned,IP,OSPFv3,Assigned,"EXOS 22.1.1",3511,naarumugam,naarumugam,ssaha,"Suresh Babu Thuravupala","Tim Bourne",,No,,,,,2016-08-26,open
xos0065348,"SFP/SFP+ Type shows as ""unknown"" for 100FX/1000LX","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.1.1",3511,aashok,sramasubramanian,sbose,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-29,open
xos0065353,"IDM: when identity is placed on a role and the port is added to role-based vlan, sys vlan is created","2 - Major","3 - Important",,Assigned,Security,"ID Mgmt",Assigned,"EXOS 22.1.1",3511,smugilvannan,smugilvannan,msharma,"Raj Velusamy","Anand Sundaresh Natarajan","ID Mgmt",,,,,,2016-08-29,open
xos0065369,"Issue with Creating/Accessing/Copying of Files in memory Card and Internal Memory","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 22.1.1",3511,pankireddy,lkuppan,dschudel,"Raguraman Rajan","Daya Narayana",,,,,,,2016-08-30,open
xos0065374,"OSPF neighbor states stuck in exchange and loading state for more than 180 sec's after restart OSPF","2 - Major","3 - Important",No,Assigned,L2,VxLAN,Assigned,"EXOS 22.1.1",3511,ajosephantilraj,ajosephantilraj,aviens,"Gopla Ramkumar","Yohe, Kevin",,Yes,21.1.1.4,,,,2016-08-31,open
xos0065380,"ssh/telnet becomes unavailable, if max ssh sessions terminated during command executions","3 - Minor","3 - Important",,Assigned,Security,SSH,Assigned,"EXOS 22.1.1",3511,lkuppan,lkuppan,msharma,"Shankar Palanivel","Anand Sundaresh Natarajan",,Yes,,,,,2016-08-31,open
xos0065385,"X870: DMA interrupt Errors after fresh reboot","2 - Major","3 - Important",,Assigned,System,Devices,Assigned,"EXOS 22.2.1",3511,lkuppan,lkuppan,jford,"Shankar Palanivel","Daya Narayana",F000091_x870,,,,,,2016-09-01,open
xos0065388,"Netlogin with IDM:Switching from 1 KRBuser to another user results in mac to get unauthenticated","3 - Minor","3 - Important",No,Assigned,Security,"ID Mgmt",Assigned,"EXOS 22.1.1",3511,sjamaludeen,sjamaludeen,msharma,"Raj Velusamy","Anand Sundaresh Natarajan",,No,,,,,2016-09-01,open
xos0065405,"FAB: deleting fabric vlan does not remove ports from Default vlan","2 - Major","3 - Important",,Assigned,IP,BGP,Assigned,"EXOS 22.2.1",3511,mademers,mademers,aviens,"Fee, Brendan","Yohe, Kevin",,,,,,,2016-09-02,open
xos0065438,"BGP is not choosing the next-hop learned via static route.","3 - Minor","3 - Important",No,Assigned,IP,BGP,Assigned,"EXOS 22.1.1",3511,senmanoharan,senmanoharan,gswanbon,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2016-09-08,open
xos0065452,"NSX integration: Sync from OVSDB to EXOS takes 40 minutes to 1 hr for 257 VNETs","3 - Minor","4 - Moderate",,Assigned,NET,OVSDB,Assigned,"EXOS 22.1.1",3511,sasrinivasan,sasrinivasan,sugarg,"Gopla Ramkumar","Tim Bourne",,,,,,,2016-09-09,open
xos0065504,"NSX integration: OVSDB CLI hangs during sync to EXOS","3 - Minor","4 - Moderate",,Assigned,NET,OVSDB,Assigned,"EXOS 22.1.1",3511,sasrinivasan,sasrinivasan,sugarg,"Gopla Ramkumar","Tim Bourne",,,,,,,2016-09-15,open
xos0065506,"v - Fabric should not create loopback VLANs if another VLAN with router ID IP preexists","2 - Major","3 - Important",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,sasrinivasan,sasrinivasan,aviens,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2016-09-15,open
xos0065515,"Mirror Loopback port not come to Active state after disabling mirror followed by second failover","2 - Major","3 - Important",No,Assigned,System,Mirroring,Assigned,"EXOS 22.1.1",3511,naarumugam,naarumugam,jford,"Suresh Babu Thuravupala","Daya Narayana",,Yes,21.1.1.4,,,,2016-09-15,open
xos0065520,"Stacking: easy setup enhancements","5 - New Feature","3 - Important",,Verified,Infrastructure,CLI,Verified,"EXOS 21.1.1",3511,dnarayana,dnarayana,,"Mark Tippens",,,,,,,,2016-09-15,closed
xos0065528,"Validation for Serial number not happening when trusted-ca with invalid serial no is imported","3 - Minor","4 - Moderate",No,Assigned,Security,SSH,Assigned,"EXOS 22.1.1",3511,samarasekaran,samarasekaran,msharma,"Hariharan Narayanan","Anand Sundaresh Natarajan","F000124 Common Criteria - X509v3 Certificate based Auth",,,,,,2016-09-16,open
xos0065529,"Validation for version of x509 certs needs to be done & err msg shown for format-chec to be improved","5 - New Feature","4 - Moderate",No,Assigned,Security,SSH,Assigned,"EXOS 22.1.1",3511,samarasekaran,samarasekaran,msharma,"Hariharan Narayanan","Anand Sundaresh Natarajan","F000124 Common Criteria - X509v3 Certificate based Auth",,,,,,2016-09-16,open
xos0065530,"FAB:Need separate flag for fabirc VLAN's","3 - Minor","3 - Important",No,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,senmanoharan,senmanoharan,aviens,"Gopla Ramkumar","Yohe, Kevin",,No,,,,,2016-09-16,open
xos0065579,"VxLAN Scale: Traffic drops during failover with 4k virtual-network","2 - Major","3 - Important",,Assigned,L2,VxLAN,Assigned,"EXOS 22.1.1",3511,lkuppan,lkuppan,ssuryaputra,"Shankar Palanivel","Tim Bourne",,Yes,,,,,2016-09-21,open
xos0065603,"CEP:Refresh/ReAuth Timer should be implemented for CEP Authenticated Devices","5 - New Feature","3 - Important",No,Assigned,Security,Policy,Assigned,"EXOS 22.2.1",3511,sjamaludeen,sjamaludeen,mtrembla,"Raj Velusamy","Yohe, Kevin",,,,,,,2016-09-23,open
xos0065608,"Trill need to be removed from warning which comes after enabling sharing","4 - Trivial","5 - Low",No,Assigned,VLAN,General,Assigned,"EXOS 22.2.1",3511,krgopal,krgopal,tbourne,"Raj Velusamy","Kevin Frick",,No,,,,,2016-09-23,open
xos0065610,"FAB: BFD configuration is not displayed in ""sh conf bgp"".","3 - Minor","3 - Important",No,Assigned,ExtremeFabric,BGP,Assigned,"EXOS 22.2.1",3511,senmanoharan,senmanoharan,aviens,"Gopla Ramkumar","Yohe, Kevin","F00100_ExtremeFabric Config, Discovery, Forwarding",No,,,,,2016-09-23,open
xos0065637,"CEP:Snmp trap should be sent for CEP devices authenticated via Policy","5 - New Feature","4 - Moderate",No,Assigned,Security,Policy,Assigned,"EXOS 22.2.1",3511,sjamaludeen,sjamaludeen,mtrembla,"Raj Velusamy","Yohe, Kevin",,,,,,,2016-09-26,open
xos0065638,"FAB: process bgp consumes 99% CPU after restart process bgp","2 - Major","3 - Important",No,Assigned,ExtremeFabric,BGP,Assigned,"EXOS 22.2.1",3511,vaswadhati,vaswadhati,aviens,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2016-09-26,open
xos0065673,"FAB: Unexpected routes in IPv6 route table for spurious vlans","4 - Trivial","5 - Low",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,edill,edill,aviens,"Hogan, Peter","Yohe, Kevin",,,,,,,2016-09-28,open
xos0065679,"FAB: VMOTION will not work with fabric if host-mobility is used on edge","2 - Major","3 - Important",,Assigned,ExtremeFabric,,Assigned,"EXOS 22.2.1",3511,sasrinivasan,sasrinivasan,kmalone,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2016-09-29,open
xos0065687,"X870: In X870 Stack, non-X870 module should restricted in slot confoguration.","2 - Major","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.2.1",3511,sadurai,sadurai,girijar,"Shankar Palanivel","Mark Tippens",F000091_x870,,,,,,2016-09-29,open
xos0065705,"Certs with BasicConstraint Pathlen is not working as expected","3 - Minor","3 - Important",No,Assigned,Security,SSH,Assigned,"EXOS 22.1.1",3511,samarasekaran,samarasekaran,mpitchaiah,"Hariharan Narayanan","Anand Sundaresh Natarajan","F000153 Common Criteria - SSH to support Certificate based Authentication",,,,,,2016-09-30,open
xos0065737,"BACKUP slot continuously rebooting when BACKUP slot rebooted with Unicast trafficIPv6","2 - Major","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.1.1",3511,naarumugam,naarumugam,girijar,"Suresh Babu Thuravupala","Mark Tippens",,Yes,21.1.1.4,,,,2016-10-04,open
xos0065738,"CEP:Enabling both lldp and cdp on same port LLDP profile should not be applied for Cisco Phones","5 - New Feature","3 - Important",No,Assigned,Security,Policy,Assigned,"EXOS 22.2.1",3511,sjamaludeen,sjamaludeen,mtrembla,"Raj Velusamy","Yohe, Kevin",,,,,,,2016-10-04,open
xos0065744,"X870: VPLS PW Tx Pkt counters increments incorrectly for unknown uni-cast, multicast, broadcast","3 - Minor","3 - Important",No,Assigned,MPLS,VPLS/HVPLS,Assigned,"EXOS 22.2.1",3511,srbalakrishnan,srbalakrishnan,lkhirall,"Gopla Ramkumar","Fee, Brendan",F000091_x870,No,,,,,2016-10-04,open
xos0065793,"Navigation keys not working with Bitvise SSH clients","4 - Trivial","4 - Moderate",No,Assigned,Security,SSH,Assigned,"EXOS 22.1.1",3511,samarasekaran,samarasekaran,mpitchaiah,"Hariharan Narayanan","Anand Sundaresh Natarajan",,,,,,,2016-10-06,open
xos0065798,"Chalet session gets logged out, if the page is refreshed","2 - Major","3 - Important",,Assigned,Infrastructure,XML,Assigned,"EXOS 22.1.1",3511,lkuppan,lkuppan,izhang,"Shankar Palanivel","Dave Hammers",,Yes,,,,,2016-10-07,open
xos0065804,"Need a CLI option to print limited transceiver information and vendor information alone.","5 - New Feature","5 - Low",,Assigned,System,Optics,Assigned,"EXOS 15.6.5",3511,prangasamy,prangasamy,fsmith,"KB Nandakumar","Negus, Steve",,,,,,RBC-ORIGINAL,2016-10-07,open
xos0065828,"Interface OVSDB directly with FDB bypassing THROW","5 - New Feature","4 - Moderate",,Assigned,NET,OVSDB,Assigned,"EXOS 22.1.1",3511,sugarg,sugarg,sugarg,"Tim Bourne","Tim Bourne",,,,,,,2016-10-11,open
xos0065859,"Port partition options 4x25, 2x50, 1x10 and 1x100 should not display on X770","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.1.1",3511,sadurai,sadurai,rdayal,"Shankar Palanivel","Daya Narayana",,Yes,22.1.1.2,,,,2016-10-13,open
xos0065861,"Add client/server option to ""delete connection all""","5 - New Feature","5 - Low",,Assigned,NET,OVSDB,Assigned,"EXOS 22.1.1",3511,jbarnhill,jbarnhill,sugarg,"Tim Bourne","Tim Bourne",,,,,,,2016-10-13,open
xos0065869,"NSX integration: It takes 50 minutes for 20 K fdb entries to sync to EXOS","3 - Minor","4 - Moderate",,Assigned,NET,OVSDB,Assigned,"EXOS 22.1.1",3511,sasrinivasan,sasrinivasan,sugarg,"Gopla Ramkumar","Tim Bourne","F94 us NSX-MH",,NA,,,,2016-10-14,open
xos0065886,"X440G2 Stack-""Function pointer is not initialized. Caller"" fans failed","2 - Major","3 - Important",No,Assigned,System,Devices,Assigned,"EXOS 22.1.1",3511,naarumugam,naarumugam,tbaumeister,"Suresh Babu Thuravupala","Daya Narayana",,,,,,,2016-10-15,open
xos0065961,"x620-16p: Need support for new Power via MDI TLV for poe++","5 - New Feature","3 - Important",,Assigned,System,PoE,Assigned,"EXOS 22.2.1",3511,gkanagaraj,gkanagaraj,sbose,"Shankar Palanivel","Daya Narayana",F000005_X620-16p,,,,,,2016-10-20,open
xos0065983,"Traffic loss seen while doing ospfv3 graceful restart in VRF","2 - Major","4 - Moderate",,Assigned,IP,OSPFv3,Assigned,"EXOS 22.2.1",3511,pvaigundaboopathy,pvaigundaboopathy,ssaha,"Gopla Ramkumar","Tim Bourne",OSPFv3_VRF_MIB_Support,No,,,,,2016-10-21,open
xos0065990,"FRR: MPLS_FRR: Egress protected lsp counters are not shown correctly","3 - Minor","5 - Low",No,Assigned,MPLS,RSVP-TE/FRR,Assigned,"EXOS 22.1.1",3511,rtavva,rtavva,lkhirall,"Suresh Babu Thuravupala","Fee, Brendan",,No,,,,,2016-10-21,open
xos0066000,"*X870 : Error message shown while inserting/removing 100G passive copper cable (Q28+OC20m)","2 - Major","3 - Important",No,Assigned,System,Optics,Assigned,"EXOS 22.2.1",3511,slakshmanan,jvaiyapuri,fsmith,"Shankar Palanivel","Negus, Steve",F000091_x870,,,,,,2016-10-24,open
xos0066021,"exsshd process crash, if ssh sessions closed abruptly during cpuhog script execution","2 - Major","3 - Important",,Assigned,Infrastructure,EPM,Assigned,"EXOS 22.2.1",3511,lkuppan,lkuppan,mpitchaiah,"Shankar Palanivel","Anand Sundaresh Natarajan",,,,,,,2016-10-25,open
xos0066038,"When VLAN stats enabled, System rule for entire sharing port removed while sharing disabled","3 - Minor","3 - Important",No,Assigned,System,ACL,Assigned,"EXOS 22.2.1",3511,sadurai,sadurai,jford,"Shankar Palanivel","Daya Narayana",,No,,,,,2016-10-26,open
xos0066039,"*VPLS: PHP (Penultimate Hop Popping) is not working when VPLS is configured","2 - Major","3 - Important",,Assigned,MPLS,VPLS/HVPLS,Assigned,"EXOS 22.2.1",3511,pragunathan,pragunathan,zwan,"Gopla Ramkumar","Fee, Brendan",,Yes,21.1.2.14,,,,2016-10-26,open
xos0066050,"misleading error mesg when attempted to add port (with statically configured speed) to existing LAG","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.2.1",3511,dsingh,dsingh,jford,"Suresh Babu Thuravupala","Daya Narayana",,,,,,,2016-10-27,open
xos0066065,"FAB: ssh session to switch hangs when issuing 'show fabric or show bgp commands","2 - Major","3 - Important",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,mademers,mademers,aviens,"Fee, Brendan","Yohe, Kevin",,,,,,,2016-10-28,open
xos0066110,"X620-16p: combo port copper link stuck in Ready state, if it is forced to copper","3 - Minor","3 - Important",,Assigned,System,Optics,Assigned,"EXOS 22.2.1",3511,lkuppan,lkuppan,sbose,"Shankar Palanivel","Daya Narayana",Exising_Feature,,,,,,2016-11-02,open
xos0066148,"disable vlan default is present twice in the show configuration, if no port in default vlan","4 - Trivial","5 - Low",No,Assigned,VLAN,,Assigned,"EXOS 22.2.1",3511,gvasudevan,gvasudevan,mxu,"Shankar Palanivel","Tim Bourne",,No,,,,,2016-11-04,open
xos0066163,"Stack: stacking configuration changes on standby node can fail some time","2 - Major","3 - Important",No,Assigned,System,Stacking,Assigned,"EXOS 22.2.1",3511,sadurai,sadurai,rpanizza,"Shankar Palanivel","Daya Narayana",,Yes,,,,,2016-11-04,open
xos0066169,"CLI command ""show config vlan"" o/p has qosscheduler configuration for member port of the LAG too.","4 - Trivial","3 - Important",No,Assigned,L2,LACP/LAG,Assigned,"EXOS 22.2.1",3511,dsingh,dsingh,jford,"Suresh Babu Thuravupala","Daya Narayana",,,,,,,2016-11-07,open
xos0066189,"Protocol OSPFv3 configuration is not displayed for User VR in ""show configuration""","4 - Trivial","4 - Moderate",,Assigned,IP,VR/VRF/L3VPN,Assigned,"EXOS 22.2.1",3511,pvaigundaboopathy,pvaigundaboopathy,mxu,"Gopla Ramkumar","Tim Bourne",,Yes,21.1.1.4,,,,2016-11-08,open
xos0066190,"FAB: CLI should not allow fabric VLAN range greater than current ECMP limits","3 - Minor","3 - Important",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,sasrinivasan,sasrinivasan,aviens,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2016-11-08,open
xos0066193,"FAB: Fabric script-router ID is equal to existing VLAN IP- error handling","3 - Minor","3 - Important",,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,sasrinivasan,sasrinivasan,aviens,"Gopla Ramkumar","Yohe, Kevin",,,,,,,2016-11-08,open
xos0066197,"BGP neighbor IPV6 ping fails after disable/enable ports","2 - Major","3 - Important",,Assigned,IP,"v6 General",Assigned,"EXOS 22.2.1",3511,dindrakumar,pvaigundaboopathy,ssuryaputra,"Gopla Ramkumar","Tim Bourne",,,,,,,2016-11-08,open
xos0066205,"NTP: Restrict-list and Association table show wrong entries if NTP server to 127.x.x.x added","3 - Minor","3 - Important",,Assigned,System,,Assigned,"EXOS 22.2.1",3511,sasingh,sasingh,dnarasimhan,"Gopla Ramkumar","Anand Sundaresh Natarajan",,No,,,,,2016-11-08,open
xos0066209,"FAB:In the o/p of ""show iproute"" the ""fabric"" & ""host mobility"" total route count is missing.","3 - Minor","3 - Important",No,Assigned,ExtremeFabric,General,Assigned,"EXOS 22.2.1",3511,senmanoharan,senmanoharan,aviens,"Gopla Ramkumar","Yohe, Kevin","F00100_ExtremeFabric Config, Discovery, Forwarding",,,,,,2016-11-08,open
xos0066212,"RxDelay is observed with 2K VRRP IPv6 instances, which causes VRRP flaps","2 - Major","3 - Important",,Assigned,IP,"v6 General",Assigned,"EXOS 22.2.1",3511,rakumar,rakumar,ssuryaputra,"Anand Sundaresh Natarajan","Tim Bourne",,,,,,,2016-11-08,open
xos0066235,"Adding/Deleting bulk IPv6 addresses to Kernel takes more time with Linux-3.18 kernel","2 - Major","3 - Important",,Assigned,IP,"v6 General",Assigned,"EXOS 22.2.1",3511,rakumar,rakumar,tbourne,"Anand Sundaresh Natarajan","Kevin Frick",,,,,,,2016-11-09,open
xos0066243,"USB: Memorycard is not ejected, while downloading files to USB drive","2 - Major","3 - Important",,"Verify Fix",System,Devices,"Verify Fix","EXOS 22.2.1",3511,lkuppan,brajitha,lkuppan,"Shankar Palanivel","Shankar Palanivel",,No,,,,,2016-11-10,sqaPending
xos0066249,"CEP:EMS log support for cep device user login and logout","5 - New Feature","4 - Moderate",No,Assigned,Security,Policy,Assigned,"EXOS 22.2.1",3511,sjamaludeen,sjamaludeen,mtrembla,"Raj Velusamy","Yohe, Kevin",,,,,,,2016-11-10,open
xos0066251,"USB: No warning message for USB failure, while debug core-dumps memorycard is configured","2 - Major","3 - Important",,"Verify Fix",Infrastructure,General,"Verify Fix","EXOS 22.2.1",3511,lkuppan,brajitha,lkuppan,"Shankar Palanivel","Shankar Palanivel",,No,,,,,2016-11-10,sqaPending
xos0066254,"X670G2: Error while loading ""ports"": 10/100/1000 transceiver is installed on port BASET","3 - Minor","3 - Important",No,Assigned,System,Optics,Assigned,"EXOS 22.2.1",3511,naarumugam,naarumugam,gilligan,"Suresh Babu Thuravupala","Fee, Brendan",,Yes,22.1.1.5,,,,2016-11-10,open
xos0066263,"Forking HTTP sessions can breach the switch.","3 - Minor","3 - Important",,Assigned,Security,General,Assigned,"EXOS 22.2.1",3511,agala,agala,izhang,"Suresh Babu Thuravupala","Dave Hammers",,,,,,,2016-11-11,open
xos0066276,"After restart process netlogin , show netlogin vlan does not list the clients over LAG","3 - Minor","3 - Important",No,Assigned,Security,Netlogin,Assigned,"EXOS 22.2.1",3511,anarayanan,anarayanan,rtp-build,"Gopla Ramkumar",,,,,,,,2016-11-11,open
xos0066299,"MLAG checkpoint connection fails after removing authentication when two peers are configured (WMLAG)","3 - Minor","3 - Important",,Assigned,L2,MLAG,Assigned,"EXOS 22.2.1",3511,jvervaert,jvervaert,mmanda,"Shankar Palanivel","Anand Sundaresh Natarajan",,Yes,12.1.2.14,,,,2016-11-14,open
xos0066340,"Not more than 6 user accounts can be created while using encryption.","3 - Minor","3 - Important",,Assigned,System,Management,Assigned,"EXOS 22.1.1",3511,agala,agala,yohe,"Suresh Babu Thuravupala","Fee, Brendan",,,NA,,,,2016-11-17,open
xos0066354,"Duplicate address is not getting detected by sending an ARP request with source IP Address of 0","3 - Minor","4 - Moderate",,Assigned,Security,"IP Address",Assigned,"EXOS 22.2.1",3511,lsriramula,lsriramula,ssuryaputra,"Suresh Babu Thuravupala","Tim Bourne",,,22.1.1.1,,,,2016-11-17,open
xos0066356,"On clearing CFM fault, Hw Down MEP takes longer time than expected to change state to ""Active""","3 - Minor","3 - Important",,Assigned,OAM,CFM,Assigned,"EXOS 22.2.1",3511,mkaleemullah,mkaleemullah,aoumanski,"Raj Velusamy","Daya Narayana",,No,,,,,2016-11-17,open
